id,hour,weekday,record_num,avg_speed,car_num
23,20,0,15,55.8066666666667,1
23,21,0,39,57.6497435897436,2
23,23,0,29,69.5537931034483,2
24,12,0,1,67,1
24,14,0,1,37,1
24,19,0,2,41.485,2
24,23,0,1,83,1
25,2,0,1,79.64,1
25,7,0,1,26,1
25,8,0,1,51.3,1
25,14,0,2,48.15,2
25,19,0,2,41.485,2
25,20,0,1,44.45,1
26,0,0,29,100.974137931034,4
26,1,0,11,100.342727272727,2
26,2,0,23,95.8173913043478,3
26,3,0,24,98.6191666666667,3
26,5,0,23,94.5973913043478,2
26,6,0,3,110,1
26,7,0,23,109.975217391304,4
26,8,0,11,112.49,2
26,9,0,9,107.828888888889,2
26,10,0,25,112.04,3
26,11,0,26,105.820769230769,6
26,12,0,20,108.4525,5
26,13,0,10,104.26,2
26,14,0,13,99.5384615384615,2
26,15,0,42,103.050714285714,6
26,16,0,10,101.267,2
26,17,0,9,109.444444444444,1
26,18,0,3,100.686666666667,1
26,19,0,14,104.438571428571,2
26,20,0,23,104.57652173913,4
26,21,0,3,101.243333333333,1
26,22,0,11,104.638181818182,3
26,23,0,24,109.27375,4
27,0,0,39,102.356923076923,5
27,1,0,21,99.2985714285714,3
27,2,0,28,92.7307142857143,3
27,3,0,23,100.169565217391,3
27,5,0,30,89.865,2
27,6,0,4,108.25,1
27,7,0,38,108.576315789474,4
27,8,0,17,109.628235294118,3
27,9,0,9,105.36,2
27,10,0,35,111.085714285714,3
27,11,0,55,106.229636363636,6
27,12,0,57,107.932280701754,6
27,13,0,24,102.86,3
27,14,0,27,104.421481481481,3
27,15,0,67,100.444925373134,6
27,16,0,21,108.617142857143,3
27,17,0,17,107.764705882353,2
27,18,0,24,106.76875,3
27,19,0,25,106.0828,3
27,20,0,36,101.253333333333,5
27,21,0,8,100.47,1
27,22,0,37,101.054054054054,4
27,23,0,33,107.855757575758,4
29,0,0,11,54.5363636363636,3
29,2,0,16,75.27125,3
29,3,0,23,71.0434782608696,2
29,4,0,1,70.4,1
29,5,0,3,29.6333333333333,1
29,6,0,11,57,1
29,7,0,10,45.6,2
29,8,0,7,50.1442857142857,2
29,9,0,2,29.635,1
29,10,0,7,43.8428571428571,2
29,11,0,10,57.37,2
29,12,0,18,57.8333333333333,2
29,13,0,4,67.5975,1
29,14,0,26,58.7888461538462,4
29,15,0,4,42.075,3
29,19,0,27,49.5677777777778,3
29,20,0,15,46.8146666666667,3
29,22,0,19,68,2
29,23,0,13,74.1538461538462,2
30,0,0,3,23.52,3
30,2,0,7,88.9228571428572,1
30,3,0,8,83.25,2
30,4,0,1,22.2,1
30,6,0,4,42.75,1
30,7,0,12,65.0833333333333,1
30,8,0,11,59.7245454545454,2
30,9,0,1,18.52,1
30,10,0,1,52,1
30,12,0,6,54.1666666666667,3
30,13,0,6,62.35,2
30,14,0,20,66.5015,3
30,15,0,1,37,1
30,19,0,18,59.5311111111111,2
30,20,0,8,62.1625,2
30,22,0,6,74.6666666666667,2
30,23,0,16,83.0625,2
31,5,0,1,44.45,1
31,12,0,1,85.19,1
31,13,0,1,44.4,1
31,19,0,1,30,1
31,22,0,1,59.08,1
32,5,0,1,48.15,1
32,6,0,2,53.71,1
32,17,0,1,49.26,1
32,18,0,1,7,1
32,21,0,1,59.45,1
33,6,0,2,67.88,2
33,7,0,1,50,1
33,8,0,1,51.86,1
33,15,0,1,77,1
33,17,0,2,48.15,1
36,0,0,57,47.4421052631579,3
36,1,0,16,50.3025,2
36,2,0,17,43.6088235294118,1
36,5,0,14,49.4742857142857,1
36,7,0,36,38.0833333333333,2
36,8,0,14,28.3685714285714,3
36,9,0,11,44.1181818181818,1
36,10,0,54,38.3477777777778,4
36,11,0,8,36.115,1
36,12,0,28,39.9785714285714,2
36,13,0,14,33.8635714285714,1
36,14,0,46,41.2091304347826,4
36,17,0,23,28.6195652173913,2
36,18,0,2,41,1
36,19,0,31,42.8974193548387,2
36,20,0,11,53.2036363636364,2
36,21,0,31,47.0770967741935,3
36,23,0,23,51.9473913043478,2
37,14,0,2,57.32,1
38,11,0,1,42,1
38,14,0,1,56.49,1
39,0,0,199,70.5654773869346,11
39,1,0,231,66.3227705627705,12
39,2,0,112,64.9242857142857,9
39,3,0,144,73.1619444444444,11
39,4,0,85,72.1676470588235,6
39,5,0,84,62.5275,2
39,6,0,55,67.0930909090909,2
39,7,0,235,62.049829787234,15
39,8,0,158,63.4379746835443,15
39,9,0,105,61.7813333333333,9
39,10,0,107,62.3383177570093,9
39,11,0,277,59.1247292418772,13
39,12,0,322,66.4537577639751,14
39,13,0,121,64.5407438016529,13
39,14,0,362,60.5765193370165,16
39,15,0,211,60.2162085308057,16
39,16,0,88,65.6019318181818,6
39,17,0,207,65.8558937198067,13
39,18,0,213,61.6748356807511,12
39,19,0,107,68.2998130841121,7
39,20,0,302,67.0723841059602,19
39,21,0,251,71.4468525896414,23
39,22,0,168,74.1686904761904,17
39,23,0,152,73.30625,14
40,0,0,43,74.3825581395349,7
40,1,0,44,57.1888636363636,7
40,2,0,9,42.0444444444445,4
40,3,0,17,70.4888235294117,4
40,4,0,31,76.9222580645162,4
40,5,0,35,57.1477142857143,2
40,6,0,3,47.77,3
40,7,0,25,54.7116,8
40,8,0,20,57.916,5
40,9,0,34,61.7802941176471,6
40,10,0,10,39.544,4
40,11,0,40,58.05975,5
40,12,0,59,66.2222033898305,6
40,13,0,56,65.7916071428571,6
40,14,0,49,58.5726530612245,11
40,15,0,28,50.6910714285714,5
40,16,0,4,40.205,2
40,17,0,83,55.4359036144578,10
40,18,0,22,60.6086363636364,5
40,19,0,19,76.4184210526316,1
40,20,0,27,55.3744444444445,8
40,21,0,10,55.208,6
40,22,0,37,65.2891891891892,8
40,23,0,49,47.4167346938775,7
41,0,0,41,77.0285365853659,8
41,1,0,22,69.7845454545454,5
41,2,0,36,71.12,8
41,3,0,52,74.35,8
41,4,0,33,73.4742424242424,6
41,5,0,18,63.9972222222222,2
41,6,0,19,75.5910526315789,2
41,7,0,58,70.2043103448276,7
41,8,0,31,70.5425806451613,7
41,9,0,35,73.7757142857143,6
41,10,0,35,71.5957142857143,8
41,11,0,55,65.9210909090909,10
41,12,0,109,72.0907339449541,14
41,13,0,108,71.0797222222222,11
41,14,0,83,69.7712048192771,15
41,15,0,42,67.0152380952381,10
41,16,0,27,67.4181481481481,4
41,17,0,111,71.3213513513513,10
41,18,0,72,71.5744444444444,9
41,19,0,44,68.3586363636364,6
41,20,0,73,72.22,10
41,21,0,124,71.0792741935484,19
41,22,0,73,77.2430136986301,12
41,23,0,58,74.2927586206896,9
42,0,0,1260,54.5869047619047,218
42,1,0,943,56.7746341463414,166
42,2,0,836,55.7777153110047,126
42,3,0,622,57.8938263665595,92
42,4,0,342,58.0171637426901,58
42,5,0,281,52.0078291814947,53
42,6,0,569,54.3213181019333,75
42,7,0,876,48.8781849315068,111
42,8,0,781,50.5719974391806,130
42,9,0,648,46.9715895061729,97
42,10,0,497,49.0010060362175,93
42,11,0,719,51.7559388038943,123
42,12,0,888,49.9532207207207,131
42,13,0,1031,49.3281377303589,143
42,14,0,937,48.0640661686233,131
42,15,0,907,50.5906504961411,134
42,16,0,944,46.649375,109
42,17,0,935,45.444513368984,124
42,18,0,1153,47.8261231569818,166
42,19,0,844,49.2518009478673,136
42,20,0,883,52.5048810872027,153
42,21,0,767,49.3479139504564,165
42,22,0,829,51.9197104945718,174
42,23,0,781,52.5538412291934,149
43,0,0,1399,58.7954253037885,191
43,1,0,1204,58.7116528239202,149
43,2,0,986,59.1455070993914,116
43,3,0,565,60.3207256637169,74
43,4,0,388,61.1904381443299,55
43,5,0,237,54.5388185654008,41
43,6,0,243,55.8452674897119,55
43,7,0,631,56.6095404120444,83
43,8,0,695,54.9056978417267,98
43,9,0,548,49.6071715328467,82
43,10,0,535,52.3623925233646,97
43,11,0,753,59.5260690571049,127
43,12,0,803,55.0265877957658,125
43,13,0,678,53.3501622418879,123
43,14,0,855,53.7209005847953,133
43,15,0,879,53.7772013651878,131
43,16,0,911,51.7052030735456,115
43,17,0,794,46.5205289672544,133
43,18,0,1048,51.8173759541985,159
43,19,0,787,52.0689453621347,150
43,20,0,888,53.251554054054,163
43,21,0,1047,51.9071919770774,176
43,22,0,1007,56.2276961271102,169
43,23,0,942,59.421847133758,141
44,0,0,6,29.0866666666667,3
44,1,0,3,40.3333333333333,2
44,3,0,1,33,1
44,4,0,3,28.6666666666667,1
44,5,0,1,18.52,1
44,7,0,4,29.5,2
44,8,0,8,21.3925,3
44,10,0,8,17.89375,4
44,11,0,3,24.6933333333333,1
44,12,0,2,25.5,1
44,13,0,1,25.93,1
44,14,0,3,21.6666666666667,2
44,17,0,6,20.8333333333333,3
44,19,0,1,37,1
44,20,0,2,22.02,2
44,21,0,2,29.63,2
44,23,0,1,25.93,1
45,0,0,61,24.6231147540984,9
45,1,0,18,46.4761111111111,3
45,2,0,6,35.955,2
45,3,0,5,34.8,2
45,4,0,15,40.9813333333333,4
45,5,0,18,28.5466666666667,5
45,6,0,1,27,1
45,7,0,18,27.4077777777778,3
45,8,0,20,28.15,4
45,9,0,12,17.1208333333333,2
45,10,0,36,20.5508333333333,5
45,11,0,11,28.9581818181818,1
45,12,0,8,26.6125,3
45,13,0,28,25.5660714285714,4
45,14,0,27,24.78,7
45,17,0,19,31.7136842105263,3
45,18,0,8,25.56,3
45,19,0,8,36.38125,2
45,20,0,16,38.0975,4
45,21,0,18,28.3161111111111,5
45,22,0,2,37.04,1
45,23,0,13,39.6761538461539,4
46,0,0,7,36.4285714285714,2
46,1,0,1,22,1
46,2,0,3,41.6666666666667,1
46,4,0,2,34.5,2
46,5,0,3,9.63333333333333,2
46,6,0,24,22.5416666666667,2
46,7,0,4,4.5,2
46,8,0,13,19.5930769230769,3
46,9,0,1,29.63,1
46,11,0,15,29.6,1
46,12,0,2,12.965,2
46,13,0,2,16.465,2
46,15,0,6,32.3333333333333,1
46,16,0,1,29.6,1
46,17,0,15,22.8173333333333,3
46,18,0,1,7.41,1
46,19,0,7,34.7142857142857,1
46,20,0,1,29,1
46,21,0,4,10.925,3
46,22,0,13,31.4423076923077,5
46,23,0,10,32.3,1
47,0,0,1,37.04,1
47,2,0,3,43.6333333333333,3
47,8,0,2,27.04,1
47,10,0,3,34.57,1
47,16,0,3,32.1,1
47,17,0,4,32.25,1
47,20,0,1,100.01,1
48,0,0,1,39,1
48,1,0,2,32,2
48,4,0,1,41,1
48,6,0,2,41.485,2
48,7,0,1,46.3,1
48,10,0,2,50.5,2
48,13,0,1,40.74,1
48,15,0,1,55,1
48,16,0,2,31.76,1
48,19,0,1,38,1
49,1,0,4,38.8725,4
49,6,0,2,32.69,1
49,9,0,1,25.93,1
49,10,0,1,76,1
49,11,0,1,50,1
49,15,0,1,55,1
49,16,0,1,4.07,1
49,17,0,1,33,1
49,19,0,3,46.1,3
50,0,0,11,14.9081818181818,2
50,1,0,3,16.4433333333333,2
50,2,0,5,26.862,3
50,3,0,1,29,1
50,4,0,2,16.67,1
50,5,0,1,11,1
50,7,0,1,36.67,1
50,8,0,2,35.93,2
50,10,0,2,25.93,1
50,13,0,1,1,1
50,14,0,1,19,1
50,16,0,2,27.78,1
50,17,0,3,27.6066666666667,2
50,19,0,6,15.7616666666667,3
50,20,0,4,23.15,2
50,22,0,1,29.63,1
50,23,0,2,30.5,1
51,0,0,48,34.2608333333333,11
51,1,0,23,35.3913043478261,5
51,2,0,23,39.2913043478261,6
51,3,0,5,46.6,2
51,4,0,7,42.7142857142857,4
51,5,0,7,37.6371428571429,3
51,6,0,7,32.0585714285714,3
51,7,0,14,37.0092857142857,2
51,8,0,33,29.9057575757576,6
51,9,0,31,16.8903225806452,4
51,10,0,44,17.2797727272727,6
51,11,0,16,23.19625,3
51,12,0,22,31.6590909090909,5
51,13,0,18,23.4133333333333,4
51,14,0,38,26.8773684210526,9
51,15,0,24,23.4270833333333,4
51,16,0,15,21.5433333333333,2
51,17,0,12,28.8158333333333,4
51,18,0,17,26.8823529411765,5
51,19,0,26,20.54,6
51,20,0,15,37.478,5
51,21,0,23,33.594347826087,6
51,22,0,23,32.8295652173913,7
51,23,0,22,39.4627272727273,7
52,0,0,55,22.9574545454545,11
52,1,0,10,28.62,6
52,2,0,27,22.04,10
52,3,0,8,33.375,4
52,4,0,32,22.883125,8
52,5,0,27,25.9574074074074,8
52,6,0,30,24.5586666666667,9
52,7,0,16,19.953125,4
52,8,0,18,11.2622222222222,4
52,9,0,18,8.65833333333333,4
52,10,0,27,11.2888888888889,8
52,11,0,18,15.6677777777778,5
52,12,0,22,15.7968181818182,3
52,13,0,15,16.4353333333333,5
52,14,0,32,13.30375,6
52,15,0,34,5.03705882352941,3
52,16,0,4,21.2975,3
52,17,0,13,9.29307692307692,5
52,18,0,19,16.4657894736842,4
52,19,0,20,14.975,7
52,20,0,20,19.4945,5
52,21,0,30,25.193,9
52,22,0,17,24.3147058823529,6
52,23,0,23,21.4908695652174,6
53,0,0,12,25.46,7
53,1,0,192,7.08276041666669,10
53,2,0,65,8.67184615384616,8
53,3,0,174,3.89149425287357,3
53,4,0,186,5.25134408602153,9
53,5,0,107,4.22906542056074,3
53,6,0,19,13.8421052631579,5
53,7,0,2,32.41,1
53,8,0,1,1,1
53,9,0,2,16,2
53,10,0,3,10,2
53,11,0,9,10.7011111111111,2
53,12,0,5,13.336,3
53,13,0,13,11.8423076923077,4
53,14,0,10,13.6,3
53,15,0,1,33.34,1
53,16,0,1,15.19,1
53,17,0,5,22.216,3
53,18,0,9,10.79,4
53,19,0,7,18.6785714285714,6
53,20,0,1,22.22,1
53,21,0,8,26.08875,4
53,22,0,15,11.3693333333333,2
53,23,0,57,13.529649122807,8
54,0,0,132,30.1318939393939,26
54,1,0,139,23.2931654676259,24
54,2,0,33,35.6606060606061,14
54,3,0,49,31.0165306122449,15
54,4,0,55,28.5696363636364,16
54,5,0,38,33.9644736842105,14
54,6,0,58,29.1534482758621,17
54,7,0,46,24.1778260869565,9
54,8,0,58,19.3346551724138,10
54,9,0,92,18.725,14
54,10,0,103,19.6750485436893,15
54,11,0,89,22.1762921348315,14
54,12,0,102,23.9725490196078,20
54,13,0,78,23.5173076923077,19
54,14,0,113,19.0534513274336,21
54,15,0,101,21.8728712871287,16
54,16,0,70,20.1712857142857,14
54,17,0,80,21.468375,14
54,18,0,111,22.3688288288288,27
54,19,0,90,23.6852222222222,19
54,20,0,56,26.4376785714286,14
54,21,0,69,31.8601449275362,21
54,22,0,99,28.3586868686869,21
54,23,0,79,26.1017721518987,19
55,0,0,70,12.3411428571429,11
55,1,0,201,7.36378109452739,14
55,2,0,196,4.86158163265308,11
55,3,0,304,3.17200657894738,7
55,4,0,322,3.21726708074535,7
55,5,0,298,2.91057046979867,9
55,6,0,165,6.50200000000001,11
55,7,0,68,5.32132352941176,3
55,8,0,11,18.4254545454545,3
55,9,0,7,25.15,5
55,10,0,5,21.476,2
55,11,0,4,16.5,1
55,12,0,13,26.41,5
55,13,0,4,42.85,3
55,14,0,23,22.3908695652174,6
55,15,0,8,10.38875,3
55,16,0,5,28.006,4
55,17,0,7,19.0314285714286,3
55,18,0,8,21.49625,4
55,19,0,9,25.3666666666667,5
55,20,0,18,24.3644444444444,6
55,21,0,19,21.0394736842105,5
55,22,0,40,10.06275,6
55,23,0,184,3.77076086956524,7
56,0,0,34,16.3997058823529,8
56,1,0,9,34.7088888888889,4
56,2,0,12,38.9983333333333,5
56,3,0,2,27.45,2
56,4,0,5,39.558,3
56,5,0,4,43.4675,4
56,6,0,3,11.2333333333333,1
56,7,0,9,30.7777777777778,2
56,8,0,18,23.9738888888889,8
56,9,0,3,17.2833333333333,1
56,10,0,5,29.18,3
56,11,0,7,23.33,2
56,12,0,5,24.1,3
56,13,0,4,33.4175,2
56,14,0,6,30.8933333333333,5
56,15,0,5,28.572,3
56,16,0,6,32.7183333333333,3
56,17,0,10,27.395,5
56,18,0,8,23.51375,3
56,19,0,17,26.0876470588235,8
56,20,0,9,28.8133333333333,4
56,21,0,16,27.324375,6
56,22,0,6,25.9283333333333,2
56,23,0,10,37.959,6
57,0,0,40,38.36475,12
57,1,0,16,39.638125,9
57,2,0,41,35.6758536585366,12
57,3,0,8,36.01,4
57,4,0,16,41.72625,6
57,5,0,15,43.156,7
57,6,0,12,36.375,3
57,7,0,8,34.2325,4
57,8,0,39,34.4933333333333,10
57,9,0,14,29.0371428571429,4
57,10,0,12,31.0275,5
57,11,0,23,37.6373913043478,7
57,12,0,27,35.8348148148148,8
57,13,0,9,25.2755555555556,6
57,14,0,28,31.9278571428571,12
57,15,0,14,31.9242857142857,5
57,16,0,23,39.685652173913,8
57,17,0,36,32.3511111111111,12
57,18,0,19,34.1415789473684,6
57,19,0,14,42.2857142857143,7
57,20,0,23,40.6313043478261,6
57,21,0,21,35.657619047619,9
57,22,0,21,34.0652380952381,8
57,23,0,21,36.9290476190476,7
58,0,0,17,20.1482352941176,7
58,1,0,13,20.4376923076923,8
58,2,0,4,20.1575,2
58,3,0,10,15.348,4
58,4,0,13,23.6961538461538,5
58,5,0,5,15.16,2
58,6,0,1,18.89,1
58,7,0,3,21.6666666666667,2
58,9,0,4,6.675,3
58,10,0,12,9.87916666666667,4
58,11,0,3,14.3333333333333,1
58,12,0,1,5.19,1
58,13,0,5,24.764,2
58,14,0,4,10.8,4
58,18,0,7,19.1971428571429,2
58,19,0,7,16.3442857142857,2
58,20,0,6,31.4516666666667,3
58,21,0,1,22.22,1
58,22,0,5,14.964,4
58,23,0,11,22.4763636363636,3
59,0,0,6,49.9216666666667,4
59,1,0,9,40.3388888888889,4
59,2,0,17,40.7658823529412,10
59,3,0,6,40.5633333333333,5
59,4,0,9,39.1822222222222,5
59,5,0,5,44.882,3
59,6,0,11,28.3681818181818,5
59,7,0,3,50.3733333333333,1
59,8,0,1,44.4,1
59,9,0,6,20.1666666666667,4
59,10,0,7,31.4085714285714,4
59,12,0,4,23.4075,4
59,13,0,9,36.7477777777778,5
59,14,0,9,37.3177777777778,4
59,15,0,3,30.8566666666667,3
59,16,0,6,26.1566666666667,5
59,17,0,10,35.128,4
59,18,0,10,28.538,3
59,19,0,11,41.9709090909091,5
59,20,0,9,27.7255555555556,4
59,21,0,1,62.97,1
59,22,0,13,46.7423076923077,6
59,23,0,11,47.57,8
60,0,0,9,20.4255555555556,6
60,1,0,3,18.8033333333333,3
60,2,0,15,25.5753333333333,4
60,3,0,3,24.8266666666667,2
60,4,0,6,35.5633333333333,2
60,9,0,2,44.91,2
60,11,0,1,10,1
60,14,0,7,26.6,2
60,15,0,1,37.04,1
60,17,0,11,14.8209090909091,2
60,18,0,3,35.1133333333333,2
60,19,0,2,38.895,1
60,20,0,4,23.1525,2
60,21,0,1,45.74,1
60,22,0,2,11.115,2
60,23,0,2,18.52,1
61,0,0,100,40.6168,26
61,1,0,138,39.4961594202899,35
61,2,0,98,45.2191836734694,29
61,3,0,45,39.828,13
61,4,0,51,39.6039215686274,13
61,5,0,12,34.4041666666667,6
61,6,0,15,30.348,9
61,7,0,5,29.366,5
61,8,0,22,23.3740909090909,8
61,9,0,17,34.4211764705882,8
